movieId,title,genres,release_year
3250,Alive,drama,1993
3251,Agnes of God,"drama, mystery",1985
3252,Scent of a Woman,drama,1992
3253,Wayne's World,comedy,1992
3254,Wayne's World 2,comedy,1993
3255,"League of Their Own, A","comedy, drama",1992
3256,Patriot Games,"action, crime, drama, thriller",1992
3257,"Bodyguard, The","drama, romance, thriller",1992
3258,Death Becomes Her,"comedy, fantasy",1992
3259,Far and Away,"adventure, drama, romance",1992
3260,Howards End,drama,1992
3261,Singles,"comedy, drama, romance",1992
3262,Twin Peaks: Fire Walk with Me,"crime, drama, mystery, thriller",1992
3263,White Men Can't Jump,"comedy, drama",1992
3264,Buffy the Vampire Slayer,"action, comedy, horror",1992
3265,Hard-Boiled (Lat sau san taam),"action, crime, drama, thriller",1992
3266,Man Bites Dog (C'est arrivé près de chez vous),"comedy, crime, drama, thriller",1992
3267,"Mariachi, El","action, crime, thriller, western",1992
3268,Stop! Or My Mom Will Shoot,"action, comedy",1992
3269,Forever Young,"drama, romance, sci-fi",1992
3270,"Cutting Edge, The","comedy, drama, romance",1992
3271,Of Mice and Men,drama,1992
3272,Bad Lieutenant,"crime, drama",1992
3273,Scream 3,"comedy, horror, mystery, thriller",2000
3274,Single White Female,"drama, thriller",1992
3275,"Boondock Saints, The","action, crime, drama, thriller",2000
3276,Gun Shy,comedy,2000
3280,"Baby, The",horror,1973
3281,"Brandon Teena Story, The",documentary,1998
3283,Minnie and Moskowitz,action,1971
3284,They Might Be Giants,"comedy, mystery, romance",1971
3285,"Beach, The","adventure, drama",2000
3286,Snow Day,comedy,2000
3287,"Tigger Movie, The","animation, children",2000
3289,Not One Less (Yi ge dou bu neng shao),drama,1999
3294,Eaten Alive,horror,1977
3295,Raining Stones,drama,1993
3296,To Sir with Love,drama,1967
3298,Boiler Room,"crime, drama, thriller",2000
3299,Hanging Up,"comedy, drama",2000
3300,Pitch Black,"horror, sci-fi, thriller",2000
3301,"Whole Nine Yards, The","comedy, crime",2000
3302,Beautiful People,comedy,1999
3303,Black Tar Heroin: The Dark End of the Street,documentary,2000
3306,"Circus, The",comedy,1928
3307,City Lights,"comedy, drama, romance",1931
3308,"Flamingo Kid, The","comedy, drama",1984
3310,"Kid, The","comedy, drama",1921
3313,Class Reunion,comedy,1982
3315,Happy Go Lovely,musical,1951
3316,Reindeer Games,"action, thriller",2000
3317,Wonder Boys,"comedy, drama",2000
3323,Chain of Fools,"comedy, crime",2000
3324,Drowning Mona,comedy,2000
3325,"Next Best Thing, The","comedy, drama",2000
3326,What Planet Are You From?,"comedy, sci-fi",2000
3327,Beyond the Mat,documentary,1999
3328,Ghost Dog: The Way of the Samurai,"crime, drama",1999
3329,The Year My Voice Broke,"drama, romance",1987
3330,Splendor in the Grass,"drama, romance",1961
3331,My Tutor,drama,1983
3334,Key Largo,"crime, drama, film-noir, thriller",1948
3341,Born Yesterday,comedy,1950
3342,Birdy,"drama, war",1984
3344,Blood Feast,horror,1963
3345,"Charlie, the Lonesome Cougar","adventure, children",1967
3347,Never Cry Wolf,"adventure, drama",1983
3350,"Raisin in the Sun, A",drama,1961
3353,"Closer You Get, The","comedy, romance",2000
3354,Mission to Mars,sci-fi,2000
3355,"Ninth Gate, The","fantasy, horror, mystery, thriller",1999
3357,East-West (Est-ouest),"drama, romance",1999
3358,Defending Your Life,"comedy, drama, fantasy, romance",1991
3359,Breaking Away,"comedy, drama",1979
3360,Hoosiers (a.k.a. Best Shot),"drama, romance",1986
3361,Bull Durham,"comedy, drama, romance",1988
3362,Dog Day Afternoon,"crime, drama",1975
3363,American Graffiti,"comedy, drama",1973
3364,"Asphalt Jungle, The","crime, film-noir",1950
3365,"Searchers, The","drama, western",1956
3368,"Big Country, The","romance, western",1958
3370,Betrayed,"drama, thriller",1988
3372,"Bridge at Remagen, The","action, war",1969
3374,Daughters of the Dust,drama,1991
3378,"Ogre, The (Unhold, Der)",drama,1996
3379,On the Beach,drama,1959
3384,"Taking of Pelham One Two Three, The","action, crime",1974
3385,Volunteers,comedy,1985
3386,JFK,"drama, mystery, thriller",1991
3387,Who's Harry Crumb?,"comedy, mystery",1989
3388,Harry and the Hendersons,"children, comedy",1987
3389,Let's Get Harry,"action, adventure",1986
3390,Shanghai Surprise,"adventure, crime, drama, romance",1986
3391,Who's That Girl?,comedy,1987
3392,She-Devil,comedy,1989
3393,Date with an Angel,"comedy, fantasy, romance",1987
3394,Blind Date,"comedy, romance",1987
3395,Nadine,comedy,1987
3396,"Muppet Movie, The","adventure, children, comedy, musical",1979
3397,"Great Muppet Caper, The","children, comedy",1981
3398,"Muppets Take Manhattan, The","children, comedy, musical",1984
3400,We're Back! A Dinosaur's Story,"adventure, animation, children, fantasy",1993
3401,Baby... Secret of the Lost Legend,"adventure, sci-fi",1985
3402,Turtle Diary,"comedy, drama, romance",1985
3403,Raise the Titanic,"drama, thriller",1980
3405,"Night to Remember, A","action, drama",1958
3406,Captain Horatio Hornblower R.N.,"action, adventure, drama, war",1951
3408,Erin Brockovich,drama,2000
3409,Final Destination,"drama, thriller",2000
3410,Soft Fruit,"comedy, drama",1999
3412,"Bear, The (Ours, L')","adventure, children, drama",1988
3414,Love Is a Many-Splendored Thing,"drama, romance, war",1955
3415,"Mirror, The (Zerkalo)",drama,1975
3417,"Crimson Pirate, The","adventure, comedy",1952
3418,Thelma & Louise,"adventure, crime, drama",1991
3420,...And Justice for All,"drama, thriller",1979
3421,Animal House,comedy,1978
3422,She's Gotta Have It,"comedy, romance",1986
3423,School Daze,drama,1988
3424,Do the Right Thing,drama,1989
3425,Mo' Better Blues,"drama, musical",1990
3426,Jungle Fever,"drama, romance",1991
3428,"Champ, The",drama,1979
3429,Creature Comforts,"animation, comedy",1989
3430,Death Wish,"action, crime, drama",1974
3431,Death Wish 2,"action, drama",1982
3432,Death Wish 3,"action, drama",1985
3433,Death Wish 4: The Crackdown,"action, drama",1987
3434,Death Wish 5: The Face of Death,"action, drama",1994
3435,Double Indemnity,"crime, drama, film-noir",1944
3436,Dying Young,"drama, romance",1991
3438,Teenage Mutant Ninja Turtles,"action, children, comedy, fantasy, sci-fi",1990
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"action, children, fantasy",1991
3440,Teenage Mutant Ninja Turtles III,"action, adventure, children, comedy, fantasy",1993
3441,Red Dawn,"action, drama, war",1984
3442,Band of the Hand,"action, crime, drama",1986
3444,Bloodsport,action,1988
3445,Eyes of Laura Mars,"mystery, thriller",1978
3446,Funny Bones,"comedy, drama",1995
3447,"Good Earth, The",drama,1937
3448,"Good Morning, Vietnam","comedy, drama, war",1987
3449,"Good Mother, The",drama,1988
3450,Grumpy Old Men,comedy,1993
3451,Guess Who's Coming to Dinner,drama,1967
3452,Romeo Must Die,"action, crime, romance, thriller",2000
3453,Here on Earth,"drama, romance",2000
3454,Whatever It Takes,"comedy, romance",2000
3455,Buddy Boy,"drama, thriller",1999
3459,Gothic,"drama, horror",1986
3461,Lord of the Flies,"adventure, drama, thriller",1963
3462,Modern Times,"comedy, drama, romance",1936
3466,Heart and Souls,"comedy, fantasy",1993
3467,Hud,"drama, western",1963
3468,"Hustler, The",drama,1961
3469,Inherit the Wind,drama,1960
3470,Dersu Uzala,"adventure, drama",1975
3471,Close Encounters of the Third Kind,"adventure, drama, sci-fi",1977
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),comedy,1976
3474,Retroactive,"sci-fi, thriller",1997
3475,"Place in the Sun, A","drama, romance",1951
3476,Jacob's Ladder,"horror, mystery",1990
3477,Empire Records,"comedy, drama",1995
3478,"Bamba, La",drama,1987
3479,Ladyhawke,"adventure, fantasy, romance",1985
3480,Lucas,"drama, romance",1986
3481,High Fidelity,"comedy, drama, romance",2000
3483,"Road to El Dorado, The","animation, children",2000
3484,"Skulls, The",thriller,2000
3489,Hook,"adventure, comedy, fantasy",1991
3492,"Son of the Sheik, The","adventure, comedy, romance",1926
3494,True Grit,"adventure, drama, western",1969
3496,Madame Sousatzka,drama,1988
3497,Max Dugan Returns,comedy,1983
3498,Midnight Express,drama,1978
3499,Misery,"drama, horror, thriller",1990
3500,Mr. Saturday Night,"comedy, drama",1992
3501,Murphy's Romance,"comedy, romance",1985
3502,My Life,drama,1993
3503,Solaris (Solyaris),"drama, mystery, sci-fi",1972
3504,Network,"comedy, drama",1976
3505,No Way Out,"drama, mystery, thriller",1987
3506,North Dallas Forty,"comedy, drama",1979
3507,"Odd Couple, The",comedy,1968
3508,"Outlaw Josey Wales, The","action, adventure, drama, thriller, western",1976
3510,Frequency,"drama, thriller",2000
3511,Ready to Rumble,comedy,2000
3512,Return to Me,"drama, romance",2000
3513,Rules of Engagement,"drama, thriller",2000
3514,Joe Gould's Secret,drama,2000
3515,Me Myself I,"comedy, romance",2000
3516,"Bell, Book and Candle","comedy, fantasy, romance",1958
3519,Force 10 from Navarone,"action, drama, war",1978
3521,Mystery Train,"comedy, drama",1989
3524,Arthur,"comedy, romance",1981
3525,Bachelor Party,comedy,1984
3526,Parenthood,"comedy, drama",1989
3527,Predator,"action, sci-fi, thriller",1987
3528,"Prince of Tides, The","drama, romance",1991
3529,"Postman Always Rings Twice, The","crime, thriller",1981
3531,All the Vermeers in New York,"comedy, drama, romance",1990
3534,28 Days,drama,2000
3535,American Psycho,"crime, horror, mystery, thriller",2000
3536,Keeping the Faith,"comedy, drama, romance",2000
3537,Where the Money Is,"comedy, drama",2000
3538,East is East,comedy,1999
3539,"Filth and the Fury, The",documentary,2000
3543,Diner,"comedy, drama",1982
3544,Shakes the Clown,comedy,1992
3545,Cabaret,"drama, musical",1972
3546,What Ever Happened to Baby Jane?,"drama, horror, thriller",1962
3548,Auntie Mame,"comedy, drama",1958
3549,Guys and Dolls,"comedy, musical, romance",1955
3550,The Hunger,horror,1983
3551,Marathon Man,"crime, drama, thriller",1976
3552,Caddyshack,comedy,1980
3553,Gossip,"drama, thriller",2000
3554,Love and Basketball,"drama, romance",2000
3555,U-571,"action, thriller, war",2000
3556,"Virgin Suicides, The","drama, romance",1999
3557,Jennifer 8,"mystery, thriller",1992
3559,Limelight,"comedy, drama, romance",1952
3563,"Crow: Salvation, The","action, horror",2000
3564,"Flintstones in Viva Rock Vegas, The","children, comedy",2000
3565,Where the Heart Is,"comedy, drama",2000
3566,"Big Kahuna, The","comedy, drama",2000
3567,Bossa Nova,"comedy, drama, romance",2000
3568,Smiling Fish and Goat on Fire,"comedy, romance",1999
3569,"Idiots, The (Idioterne)","comedy, drama",1998
3571,Time Code,"comedy, drama",2000
3572,Carnosaur,"horror, sci-fi",1993
3573,Carnosaur 2,"horror, sci-fi",1995
3574,Carnosaur 3: Primal Species,"horror, sci-fi",1996
3576,"Hidden, The","action, horror, sci-fi",1987
3577,Two Moon Junction,"drama, romance",1988
3578,Gladiator,"action, adventure, drama",2000
3580,Up at the Villa,drama,2000
3581,Human Traffic,comedy,1999
3584,Breathless,"action, drama, romance, thriller",1983
3586,The Idolmaker,"drama, romance",1980
3587,Inferno,horror,1980
3590,"Lords of Flatbush, The","comedy, drama",1974
3591,Mr. Mom,"comedy, drama",1983
3592,"Time Masters (Maîtres du temps, Les)","animation, sci-fi",1982
3593,Battlefield Earth,"action, sci-fi",2000
3594,Center Stage,"drama, musical",2000
3596,Screwed,comedy,2000
3597,Whipped,comedy,2000
3599,Anchors Aweigh,"comedy, musical",1945
3604,Gypsy,musical,1962
3606,On the Town,"comedy, musical, romance",1949
3608,Pee-wee's Big Adventure,"adventure, comedy",1985
3609,Regret to Inform,documentary,1998
3614,Honeymoon in Vegas,"comedy, romance",1992
3615,Dinosaur,"adventure, animation, children",2000
3617,Road Trip,comedy,2000
3618,Small Time Crooks,"comedy, crime",2000
3619,"Hollywood Knights, The",comedy,1980
3622,"Twelve Chairs, The",comedy,1970
3623,Mission: Impossible II,"action, adventure, thriller",2000
3624,Shanghai Noon,"action, adventure, comedy, western",2000
3625,Better Living Through Circuitry,documentary,1999
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),comedy,1999
3627,Carnival of Souls,"horror, thriller",1962
3628,Flying Tigers,"action, drama, romance, war",1942
3629,"Gold Rush, The","adventure, comedy, romance",1925
3632,Monsieur Verdoux,"comedy, crime",1947
3633,On Her Majesty's Secret Service,"action, adventure, romance, thriller",1969
3634,Seven Days in May,thriller,1964
3635,"Spy Who Loved Me, The","action, adventure, thriller",1977
3637,Vagabond (Sans toit ni loi),drama,1985
3638,Moonraker,"action, adventure, sci-fi, thriller",1979
3639,"Man with the Golden Gun, The","action, adventure, thriller",1974
3640,"King in New York, A","comedy, drama",1957
3641,"Woman of Paris, A",drama,1923
3643,"Fighting Seabees, The","action, drama, war",1944
3646,Big Momma's House,comedy,2000
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)","horror, sci-fi",1957
3649,American Gigolo,drama,1980
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",horror,1980
3653,"Endless Summer, The",documentary,1966
3654,"Guns of Navarone, The","action, adventure, drama, war",1961
3655,Blow-Out (La grande bouffe),drama,1973
3658,Quatermass and the Pit,"horror, sci-fi",1967
3660,Puppet Master,"horror, sci-fi, thriller",1989
3661,Puppet Master II,"horror, sci-fi, thriller",1991
3662,Puppet Master III: Toulon's Revenge,"horror, sci-fi, thriller",1991
3663,Puppet Master 4,"horror, sci-fi, thriller",1993
3664,Puppet Master 5: The Final Chapter,"horror, sci-fi, thriller",1994
3667,Rent-A-Cop,"action, comedy, crime",1988
3668,Romeo and Juliet,"drama, romance",1968
3669,Stay Tuned,comedy,1992
3671,Blazing Saddles,"comedy, western",1974
3672,Benji,"adventure, children",1974
3673,Benji the Hunted,"adventure, children",1987
3674,For the Love of Benji,"adventure, children, comedy, drama",1977
3675,White Christmas,"comedy, musical, romance",1954
3676,Eraserhead,"drama, horror",1977
3677,Baraka,documentary,1992
3678,"Man with the Golden Arm, The",drama,1955
3679,"Decline of Western Civilization, The","documentary, musical",1981
3680,"Decline of Western Civilization Part II: The Metal Years, The",documentary,1988
3681,For a Few Dollars More (Per qualche dollaro in più),"action, drama, thriller, western",1965
3682,Magnum Force,"action, crime, drama, thriller",1973
3683,Blood Simple,"crime, drama, film-noir",1984
3684,"Fabulous Baker Boys, The","drama, romance",1989
3685,Prizzi's Honor,"comedy, drama, romance",1985
3686,Flatliners,"horror, sci-fi, thriller",1990
3687,Light Years (Gandahar),"adventure, animation, fantasy, sci-fi",1988
3688,Porky's,comedy,1982
3689,Porky's II: The Next Day,comedy,1983
3690,Porky's Revenge,comedy,1985
3691,Private School,comedy,1983
3692,Class of Nuke 'Em High,"comedy, horror",1986
3693,"Toxic Avenger, The","comedy, horror",1985
3694,"Toxic Avenger, Part II, The","comedy, horror",1989
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The","comedy, horror",1989
3696,Night of the Creeps,"comedy, horror, sci-fi, thriller",1986
3697,Predator 2,"action, sci-fi, thriller",1990
3698,"Running Man, The","action, sci-fi",1987
3699,Starman,"adventure, drama, romance, sci-fi",1984
3700,"Brother from Another Planet, The","drama, sci-fi",1984
3701,Alien Nation,"crime, drama, sci-fi, thriller",1988
3702,Mad Max,"action, adventure, sci-fi",1979
3703,"Road Warrior, The (Mad Max 2)","action, adventure, sci-fi, thriller",1981
3704,Mad Max Beyond Thunderdome,"action, adventure, sci-fi",1985
3705,Bird on a Wire,"action, comedy, romance",1990
3706,Angel Heart,"film-noir, horror, mystery, thriller",1987
3707,9 1/2 Weeks (Nine 1/2 Weeks),"drama, romance",1986
3708,Firestarter,"horror, thriller",1984
3709,Sleepwalkers,horror,1992
3710,Action Jackson,"action, comedy, crime, thriller",1988
3711,Sarafina!,drama,1992
3712,Soapdish,comedy,1991
3713,"Long Walk Home, The",drama,1990
3714,Clara's Heart,drama,1988
3715,Burglar,"comedy, crime",1987
3716,Fatal Beauty,"action, comedy, crime, drama",1987
3717,Gone in 60 Seconds,"action, crime",2000
3719,Love's Labour's Lost,"comedy, romance",2000
3720,Sunshine,drama,1999
3724,Coming Home,"drama, war",1978
3725,American Pop,"animation, musical",1981
3726,Assault on Precinct 13,"action, thriller",1976
3727,Near Dark,"horror, western",1987
3728,One False Move,"crime, drama, film-noir, thriller",1992
3729,Shaft,"action, crime, drama, thriller",1971
3730,"Conversation, The","drama, mystery",1974
3731,Cutter's Way,"drama, thriller",1981
3732,"Fury, The",horror,1978
3733,"Paper Chase, The",drama,1973
3735,Serpico,"crime, drama",1973
3736,"Ace in the Hole (Big Carnival, The)",drama,1951
3737,Lonely Are the Brave,"drama, western",1962
3738,"Sugarland Express, The",drama,1974
3739,Trouble in Paradise,"comedy, romance",1932
3740,Big Trouble in Little China,"action, adventure, comedy, fantasy",1986
3741,Badlands,"crime, drama, thriller",1973
3742,Battleship Potemkin,"drama, war",1925
3743,Boys and Girls,"comedy, romance",2000
3745,Titan A.E.,"action, adventure, animation, children, sci-fi",2000
3746,Butterfly (La lengua de las mariposas),drama,1999
3747,Jesus' Son,drama,1999
3751,Chicken Run,"animation, children, comedy",2000
3752,"Me, Myself & Irene","adventure, comedy",2000
3753,"Patriot, The","action, drama, war",2000
3754,"Adventures of Rocky and Bullwinkle, The","adventure, animation, children, comedy, fantasy",2000
3755,"Perfect Storm, The","drama, thriller",2000
3756,"Golden Bowl, The",drama,2000
3758,Communion,"drama, sci-fi, thriller",1989
3760,"Kentucky Fried Movie, The",comedy,1977
3761,"Blood In, Blood Out","action, crime, drama, thriller",1993
3763,F/X,"action, crime, thriller",1986
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),"action, crime, thriller",1991
3765,"Hot Spot, The","crime, drama, romance",1990
3766,Missing in Action,"action, war",1984
3767,Missing in Action 2: The Beginning,"action, war",1985
3768,Braddock: Missing in Action III,"action, war",1988
3769,Thunderbolt and Lightfoot,action,1974
3770,Dreamscape,"horror, sci-fi, thriller",1984
3771,The Golden Voyage of Sinbad,"action, adventure, fantasy",1973
3773,House Party,comedy,1990
3774,House Party 2,"comedy, drama, romance",1991
3783,Croupier,"crime, drama",1998
3785,Scary Movie,"comedy, horror",2000
3786,But I'm a Cheerleader,comedy,1999
3787,Shower (Xizao),comedy,1999
3788,Blow-Up (Blowup),"drama, mystery",1966
3789,"Pawnbroker, The",drama,1964
3790,Groove,drama,2000
3791,Footloose,drama,1984
3792,Duel in the Sun,"drama, romance, western",1946
3793,X-Men,"action, adventure, sci-fi",2000
3794,Chuck & Buck,"comedy, drama",2000
3795,"Five Senses, The",drama,1999
3797,"In Crowd, The",thriller,2000
3798,What Lies Beneath,"drama, horror, mystery",2000
3799,Pokémon the Movie 2000,"animation, children",2000
3801,Anatomy of a Murder,"drama, mystery",1959
3802,Freejack,"action, sci-fi",1992
3806,Mackenna's Gold,western,1969
3807,Sinbad and the Eye of the Tiger,"adventure, fantasy",1977
3808,"Two Women (Ciociara, La)","drama, war",1960
3809,What About Bob?,comedy,1991
3810,White Sands,"drama, thriller",1992
3811,Breaker Morant,"drama, war",1980
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,comedy,1972
3813,Interiors,drama,1978
3814,Love and Death,comedy,1975
3816,"Official Story, The (La historia oficial)",drama,1985
3819,Tampopo,comedy,1985
3821,Nutty Professor II: The Klumps,comedy,2000
3822,"Girl on the Bridge, The (Fille sur le pont, La)","drama, romance",1999
3823,Wonderland,drama,1999
3824,Autumn in New York,"drama, romance",2000
3825,Coyote Ugly,"comedy, drama, romance",2000
3826,Hollow Man,"horror, sci-fi, thriller",2000
3827,Space Cowboys,"action, adventure, comedy, sci-fi",2000
3830,Psycho Beach Party,"comedy, horror, thriller",2000
3831,Saving Grace,comedy,2000
3832,"Black Sabbath (Tre volti della paura, I)",horror,1963
3833,"Brain That Wouldn't Die, The","horror, sci-fi",1962
3834,Bronco Billy,"adventure, drama, romance",1980
3835,"Crush, The",thriller,1993
3836,Kelly's Heroes,"action, comedy, war",1970
3837,Phantasm II,"action, fantasy, horror, sci-fi, thriller",1988
3838,Phantasm III: Lord of the Dead,horror,1994
3839,Phantasm IV: Oblivion,horror,1998
3840,Pumpkinhead,horror,1988
3841,Air America,"action, comedy",1990
3843,Sleepaway Camp,horror,1983
3844,Steel Magnolias,drama,1989
3845,And God Created Woman (Et Dieu... créa la femme),drama,1956
3846,Easy Money,comedy,1983
3847,"Ilsa, She Wolf of the SS",horror,1974
3849,The Spiral Staircase,"horror, mystery, thriller",1945
3851,I'm the One That I Want,comedy,2000
3852,"Tao of Steve, The",comedy,2000
3855,"Affair of Love, An (Liaison pornographique, Une)","drama, romance",1999
3857,Bless the Child,thriller,2000
3858,Cecil B. DeMented,comedy,2000
3859,"Eyes of Tammy Faye, The",documentary,2000
3861,"Replacements, The",comedy,2000
3862,About Adam,comedy,2000
3863,"Cell, The","drama, horror, thriller",2000
3864,Godzilla 2000 (Gojira ni-sen mireniamu),"action, adventure, sci-fi",1999
3865,"Original Kings of Comedy, The","comedy, documentary",2000
3868,"Naked Gun: From the Files of Police Squad!, The","action, comedy, crime, romance",1988
3869,"Naked Gun 2 1/2: The Smell of Fear, The",comedy,1991
3870,Our Town,drama,1940
3871,Shane,"drama, western",1953
3872,"Suddenly, Last Summer",drama,1959
3873,Cat Ballou,"comedy, western",1965
3877,Supergirl,"action, adventure, fantasy",1984
3879,"Art of War, The","action, thriller",2000
3882,Bring It On,comedy,2000
3884,"Crew, The",comedy,2000
3888,Skipped Parts,"drama, romance",2000
3889,Highlander: Endgame (Highlander IV),"action, adventure, fantasy",2000
3893,Nurse Betty,"comedy, crime, drama, romance, thriller",2000
3894,Solas,drama,1999
3895,"Watcher, The","crime, thriller",2000
3896,"Way of the Gun, The","crime, thriller",2000
3897,Almost Famous,drama,2000
3898,Bait,"action, comedy",2000
3899,Circus,"crime, drama, thriller",2000
3900,Crime and Punishment in Suburbia,"comedy, drama",2000
3901,Duets,"comedy, drama",2000
3906,Under Suspicion,"crime, thriller",2000
3908,Urban Legends: Final Cut,horror,2000
3909,Woman on Top,"comedy, romance",2000
3910,Dancer in the Dark,"drama, musical",2000
3911,Best in Show,comedy,2000
3912,Beautiful,"comedy, drama",2000
3914,"Broken Hearts Club, The",drama,2000
3915,Girlfight,drama,2000
3916,Remember the Titans,drama,2000
3917,Hellraiser,horror,1987
3918,Hellbound: Hellraiser II,horror,1988
3919,Hellraiser III: Hell on Earth,horror,1992
3920,"Faraway, So Close (In weiter Ferne, so nah!)","drama, fantasy, mystery, romance",1993
3922,Bikini Beach,comedy,1964
3925,Stranger Than Paradise,"comedy, drama",1984
3926,Voyage to the Bottom of the Sea,"adventure, sci-fi",1961
3927,Fantastic Voyage,"adventure, sci-fi",1966
3928,Abbott and Costello Meet Frankenstein,"comedy, horror",1948
3929,"Bank Dick, The",comedy,1940
3930,"Creature from the Black Lagoon, The","adventure, horror, sci-fi",1954
3932,"Invisible Man, The","horror, sci-fi",1933
3933,"Killer Shrews, The","horror, sci-fi",1959
3937,Runaway,"sci-fi, thriller",1984
3938,"Slumber Party Massacre, The",horror,1982
3939,Slumber Party Massacre II,horror,1987
3940,Slumber Party Massacre III,horror,1990
3941,Sorority House Massacre,horror,1986
3942,Sorority House Massacre II,horror,1990
3943,Bamboozled,comedy,2000
3945,Digimon: The Movie,"adventure, animation, children",2000
3946,Get Carter,"action, drama, thriller",2000
3948,Meet the Parents,comedy,2000
3949,Requiem for a Dream,drama,2000
3950,Tigerland,drama,2000
3951,Two Family House,drama,2000
3952,"Contender, The","drama, thriller",2000
3953,Dr. T and the Women,"comedy, romance",2000
3955,"Ladies Man, The",comedy,2000
3957,Billy Jack,"action, drama",1971
3958,Billy Jack Goes to Washington,drama,1977
3959,"Time Machine, The","action, adventure, sci-fi",1960
3962,Ghoulies II,"comedy, horror",1987
3963,"Unsinkable Molly Brown, The",musical,1964
3964,"Adventures of Ichabod and Mr. Toad, The","animation, children",1949
3965,"Strange Love of Martha Ivers, The","drama, film-noir",1946
3966,Detour,"crime, film-noir",1945
3967,Billy Elliot,drama,2000
3968,Bedazzled,comedy,2000
3969,Pay It Forward,drama,2000
3971,"Private Eyes, The","comedy, mystery",1981
3972,"Legend of Drunken Master, The (Jui kuen II)","action, comedy",1994
3973,Book of Shadows: Blair Witch 2,"crime, horror, mystery, thriller",2000
3974,"Little Vampire, The","adventure, children",2000
3977,Charlie's Angels,"action, comedy",2000
3978,"Legend of Bagger Vance, The","drama, romance",2000
3979,Little Nicky,comedy,2000
3980,Men of Honor,drama,2000
3981,Red Planet,"action, sci-fi, thriller",2000
3983,You Can Count on Me,"drama, romance",2000
3984,Diamonds Are Forever,"action, adventure, thriller",1971
3985,"Eagle Has Landed, The","drama, war",1976
3986,"6th Day, The","action, sci-fi, thriller",2000
3987,Bounce,"drama, romance",2000
3988,How the Grinch Stole Christmas (a.k.a. The Grinch),"children, comedy, fantasy",2000
3989,One Day in September,documentary,1999
3990,Rugrats in Paris: The Movie,"animation, children, comedy",2000
3991,102 Dalmatians,"children, comedy",2000
3992,Malèna,"drama, romance, war",2000
3993,Quills,"drama, romance",2000
3994,Unbreakable,"drama, sci-fi",2000
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)","action, drama, romance",2000
3997,Dungeons & Dragons,"action, adventure, comedy, fantasy",2000
3998,Proof of Life,drama,2000
3999,Vertical Limit,"action, adventure",2000
4000,"Bounty, The","adventure, drama",1984
4002,"Planes, Trains & Automobiles",comedy,1987
4003,She's Having a Baby,comedy,1988
4005,"Living Daylights, The","action, adventure, thriller",1987
4006,Transformers: The Movie,"adventure, animation, children, sci-fi",1986
4007,Wall Street,drama,1987
4008,Born on the Fourth of July,"drama, war",1989
4009,Talk Radio,drama,1988
4010,Brewster's Millions,comedy,1985
4011,Snatch,"comedy, crime, thriller",2000
4012,Punchline,"comedy, drama",1988
4014,Chocolat,"drama, romance",2000
4015,"Dude, Where's My Car?","comedy, sci-fi",2000
4016,"Emperor's New Groove, The","adventure, animation, children, comedy, fantasy",2000
4017,Pollock,drama,2000
4018,What Women Want,"comedy, romance",2000
4019,Finding Forrester,drama,2000
4020,"Gift, The",thriller,2000
4021,Before Night Falls,drama,2000
4022,Cast Away,drama,2000
4023,"Family Man, The","comedy, drama, romance",2000
4024,"House of Mirth, The",romance,2000
4025,Miss Congeniality,"comedy, crime",2000
4027,"O Brother, Where Art Thou?","adventure, comedy, crime",2000
4029,State and Main,"comedy, drama",2000
4030,Dracula 2000,horror,2000
4031,All the Pretty Horses,"drama, romance, western",2000
4032,"Everlasting Piece, An",comedy,2000
4033,Thirteen Days,"drama, thriller, war",2000
4034,Traffic,"crime, drama, thriller",2000
4035,"Claim, The","romance, western",2000
4036,Shadow of the Vampire,"drama, horror",2000
4037,House of Games,"crime, film-noir, mystery, thriller",1987
4039,Annie,"children, musical",1982
4040,Don't Tell Mom the Babysitter's Dead,comedy,1991
4041,"Officer and a Gentleman, An","drama, romance",1982
4042,"Alamo, The","action, drama, war, western",1960
4043,At Close Range,"crime, drama",1986
4046,Friendly Persuasion,drama,1956
4047,Gettysburg,"drama, war",1993
4051,Horrors of Spider Island (Ein Toter Hing im Netz),"horror, sci-fi",1960
4052,Antitrust,"crime, drama, thriller",2001
4053,Double Take,"action, comedy",2001
4054,Save the Last Dance,"drama, romance",2001
4055,Panic,drama,2000
4056,"Pledge, The","crime, drama, mystery, thriller",2001
4061,The Man in the Moon,"drama, romance",1991
4062,Mystic Pizza,"comedy, drama, romance",1988
4063,Prelude to a Kiss,"comedy, drama, romance",1992
4064,Coffy,"action, crime, thriller",1973
4065,Foxy Brown,"action, crime, drama",1974
4066,I'm Gonna Git You Sucka,"action, comedy",1988
4067,Untamed Heart,"drama, romance",1993
